# Generated by MIB Browser
# Version 8.0.3
# 4/14/2026 4:12:36 PM
#
# HUA-MALIR-100.19
# 16:12  04:12 PM
MIB	"OID Name"	Value
EtherLike-MIB	dot3PauseEntry.6.234905664	0
EtherLike-MIB	dot3PauseEntry.6.234905728	0
EtherLike-MIB	dot3PauseEntry.6.234905792	0
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfWireInterface.68.69.70.86.65.76	twoWire(1)
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfWireInterface.68.69.70.86.65.76.32.52.87.73.82.69.32.84.68.77.95.69.49	fourWire(2)
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfWireInterface.68.69.70.86.65.76.32.52.87.73.82.69.32.84.68.77.95.86.51.53	fourWire(2)
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfWireInterface.68.69.70.86.65.76.32.84.68.77.95.69.49	twoWire(1)
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfWireInterface.68.69.70.86.65.76.32.84.68.77.95.86.51.53	twoWire(1)
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfWireInterface.83.72.68.83.76.32.68.69.70.86.65.76.32.54.87.73.82.69.32.76.73.78.69.80.82.79.70.73.76.69	unknown(3)
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfWireInterface.83.72.68.83.76.32.68.69.70.86.65.76.32.56.87.73.82.69.32.76.73.78.69.80.82.79.70.73.76.69	unknown(4)
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfWireInterface.83.72.68.83.76.32.68.69.70.86.65.76.32.80.84.77.32.76.73.78.69.80.82.79.70.73.76.69	twoWire(1)
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfWireInterface.83.72.68.83.76.32.76.73.78.69.32.80.82.79.70.73.76.69.32.49.48.48	fourWire(2)
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfMinLineRate.68.69.70.86.65.76	2048000
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfMinLineRate.68.69.70.86.65.76.32.52.87.73.82.69.32.84.68.77.95.69.49	2048000
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfMinLineRate.68.69.70.86.65.76.32.52.87.73.82.69.32.84.68.77.95.86.51.53	2048000
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfMinLineRate.68.69.70.86.65.76.32.84.68.77.95.69.49	2048000
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfMinLineRate.68.69.70.86.65.76.32.84.68.77.95.86.51.53	2048000
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfMinLineRate.83.72.68.83.76.32.68.69.70.86.65.76.32.54.87.73.82.69.32.76.73.78.69.80.82.79.70.73.76.69	6144000
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfMinLineRate.83.72.68.83.76.32.68.69.70.86.65.76.32.56.87.73.82.69.32.76.73.78.69.80.82.79.70.73.76.69	8192000
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfMinLineRate.83.72.68.83.76.32.68.69.70.86.65.76.32.80.84.77.32.76.73.78.69.80.82.79.70.73.76.69	2048000
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfMinLineRate.83.72.68.83.76.32.76.73.78.69.32.80.82.79.70.73.76.69.32.49.48.48	4096000
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfMaxLineRate.68.69.70.86.65.76	2048000
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfMaxLineRate.68.69.70.86.65.76.32.52.87.73.82.69.32.84.68.77.95.69.49	2048000
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfMaxLineRate.68.69.70.86.65.76.32.52.87.73.82.69.32.84.68.77.95.86.51.53	2048000
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfMaxLineRate.68.69.70.86.65.76.32.84.68.77.95.69.49	2048000
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfMaxLineRate.68.69.70.86.65.76.32.84.68.77.95.86.51.53	2048000
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfMaxLineRate.83.72.68.83.76.32.68.69.70.86.65.76.32.54.87.73.82.69.32.76.73.78.69.80.82.79.70.73.76.69	6144000
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfMaxLineRate.83.72.68.83.76.32.68.69.70.86.65.76.32.56.87.73.82.69.32.76.73.78.69.80.82.79.70.73.76.69	8192000
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfMaxLineRate.83.72.68.83.76.32.68.69.70.86.65.76.32.80.84.77.32.76.73.78.69.80.82.79.70.73.76.69	2048000
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfMaxLineRate.83.72.68.83.76.32.76.73.78.69.32.80.82.79.70.73.76.69.32.49.48.48	4096000
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfPSD.68.69.70.86.65.76	symmetric(1)
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfPSD.68.69.70.86.65.76.32.52.87.73.82.69.32.84.68.77.95.69.49	symmetric(1)
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfPSD.68.69.70.86.65.76.32.52.87.73.82.69.32.84.68.77.95.86.51.53	symmetric(1)
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfPSD.68.69.70.86.65.76.32.84.68.77.95.69.49	symmetric(1)
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfPSD.68.69.70.86.65.76.32.84.68.77.95.86.51.53	symmetric(1)
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfPSD.83.72.68.83.76.32.68.69.70.86.65.76.32.54.87.73.82.69.32.76.73.78.69.80.82.79.70.73.76.69	symmetric(1)
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfPSD.83.72.68.83.76.32.68.69.70.86.65.76.32.56.87.73.82.69.32.76.73.78.69.80.82.79.70.73.76.69	symmetric(1)
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfPSD.83.72.68.83.76.32.68.69.70.86.65.76.32.80.84.77.32.76.73.78.69.80.82.79.70.73.76.69	symmetric(1)
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfPSD.83.72.68.83.76.32.76.73.78.69.32.80.82.79.70.73.76.69.32.49.48.48	symmetric(1)
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfTransmissionMode.68.69.70.86.65.76	À
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfTransmissionMode.68.69.70.86.65.76.32.52.87.73.82.69.32.84.68.77.95.69.49	À
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfTransmissionMode.68.69.70.86.65.76.32.52.87.73.82.69.32.84.68.77.95.86.51.53	À
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfTransmissionMode.68.69.70.86.65.76.32.84.68.77.95.69.49	À
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfTransmissionMode.68.69.70.86.65.76.32.84.68.77.95.86.51.53	À
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfTransmissionMode.83.72.68.83.76.32.68.69.70.86.65.76.32.54.87.73.82.69.32.76.73.78.69.80.82.79.70.73.76.69	À
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfTransmissionMode.83.72.68.83.76.32.68.69.70.86.65.76.32.56.87.73.82.69.32.76.73.78.69.80.82.79.70.73.76.69	À
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfTransmissionMode.83.72.68.83.76.32.68.69.70.86.65.76.32.80.84.77.32.76.73.78.69.80.82.79.70.73.76.69	À
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfTransmissionMode.83.72.68.83.76.32.76.73.78.69.32.80.82.79.70.73.76.69.32.49.48.48	À
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfRemoteEnabled.68.69.70.86.65.76	enabled(1)
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfRemoteEnabled.68.69.70.86.65.76.32.52.87.73.82.69.32.84.68.77.95.69.49	enabled(1)
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfRemoteEnabled.68.69.70.86.65.76.32.52.87.73.82.69.32.84.68.77.95.86.51.53	enabled(1)
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfRemoteEnabled.68.69.70.86.65.76.32.84.68.77.95.69.49	enabled(1)
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfRemoteEnabled.68.69.70.86.65.76.32.84.68.77.95.86.51.53	enabled(1)
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfRemoteEnabled.83.72.68.83.76.32.68.69.70.86.65.76.32.54.87.73.82.69.32.76.73.78.69.80.82.79.70.73.76.69	enabled(1)
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfRemoteEnabled.83.72.68.83.76.32.68.69.70.86.65.76.32.56.87.73.82.69.32.76.73.78.69.80.82.79.70.73.76.69	enabled(1)
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfRemoteEnabled.83.72.68.83.76.32.68.69.70.86.65.76.32.80.84.77.32.76.73.78.69.80.82.79.70.73.76.69	enabled(1)
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfRemoteEnabled.83.72.68.83.76.32.76.73.78.69.32.80.82.79.70.73.76.69.32.49.48.48	enabled(1)
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfCurrCondTargetMarginDown.68.69.70.86.65.76	6
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfCurrCondTargetMarginDown.68.69.70.86.65.76.32.52.87.73.82.69.32.84.68.77.95.69.49	6
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfCurrCondTargetMarginDown.68.69.70.86.65.76.32.52.87.73.82.69.32.84.68.77.95.86.51.53	6
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfCurrCondTargetMarginDown.68.69.70.86.65.76.32.84.68.77.95.69.49	6
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfCurrCondTargetMarginDown.68.69.70.86.65.76.32.84.68.77.95.86.51.53	6
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfCurrCondTargetMarginDown.83.72.68.83.76.32.68.69.70.86.65.76.32.54.87.73.82.69.32.76.73.78.69.80.82.79.70.73.76.69	6
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfCurrCondTargetMarginDown.83.72.68.83.76.32.68.69.70.86.65.76.32.56.87.73.82.69.32.76.73.78.69.80.82.79.70.73.76.69	6
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfCurrCondTargetMarginDown.83.72.68.83.76.32.68.69.70.86.65.76.32.80.84.77.32.76.73.78.69.80.82.79.70.73.76.69	6
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfCurrCondTargetMarginDown.83.72.68.83.76.32.76.73.78.69.32.80.82.79.70.73.76.69.32.49.48.48	6
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfWorstCaseTargetMarginDown.68.69.70.86.65.76	0
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfWorstCaseTargetMarginDown.68.69.70.86.65.76.32.52.87.73.82.69.32.84.68.77.95.69.49	0
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfWorstCaseTargetMarginDown.68.69.70.86.65.76.32.52.87.73.82.69.32.84.68.77.95.86.51.53	0
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfWorstCaseTargetMarginDown.68.69.70.86.65.76.32.84.68.77.95.69.49	0
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfWorstCaseTargetMarginDown.68.69.70.86.65.76.32.84.68.77.95.86.51.53	0
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfWorstCaseTargetMarginDown.83.72.68.83.76.32.68.69.70.86.65.76.32.54.87.73.82.69.32.76.73.78.69.80.82.79.70.73.76.69	0
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfWorstCaseTargetMarginDown.83.72.68.83.76.32.68.69.70.86.65.76.32.56.87.73.82.69.32.76.73.78.69.80.82.79.70.73.76.69	0
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfWorstCaseTargetMarginDown.83.72.68.83.76.32.68.69.70.86.65.76.32.80.84.77.32.76.73.78.69.80.82.79.70.73.76.69	0
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfWorstCaseTargetMarginDown.83.72.68.83.76.32.76.73.78.69.32.80.82.79.70.73.76.69.32.49.48.48	0
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfCurrCondTargetMarginUp.68.69.70.86.65.76	6
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfCurrCondTargetMarginUp.68.69.70.86.65.76.32.52.87.73.82.69.32.84.68.77.95.69.49	6
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfCurrCondTargetMarginUp.68.69.70.86.65.76.32.52.87.73.82.69.32.84.68.77.95.86.51.53	6
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfCurrCondTargetMarginUp.68.69.70.86.65.76.32.84.68.77.95.69.49	6
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfCurrCondTargetMarginUp.68.69.70.86.65.76.32.84.68.77.95.86.51.53	6
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfCurrCondTargetMarginUp.83.72.68.83.76.32.68.69.70.86.65.76.32.54.87.73.82.69.32.76.73.78.69.80.82.79.70.73.76.69	6
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfCurrCondTargetMarginUp.83.72.68.83.76.32.68.69.70.86.65.76.32.56.87.73.82.69.32.76.73.78.69.80.82.79.70.73.76.69	6
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfCurrCondTargetMarginUp.83.72.68.83.76.32.68.69.70.86.65.76.32.80.84.77.32.76.73.78.69.80.82.79.70.73.76.69	6
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfCurrCondTargetMarginUp.83.72.68.83.76.32.76.73.78.69.32.80.82.79.70.73.76.69.32.49.48.48	6
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfWorstCaseTargetMarginUp.68.69.70.86.65.76	0
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfWorstCaseTargetMarginUp.68.69.70.86.65.76.32.52.87.73.82.69.32.84.68.77.95.69.49	0
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfWorstCaseTargetMarginUp.68.69.70.86.65.76.32.52.87.73.82.69.32.84.68.77.95.86.51.53	0
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfWorstCaseTargetMarginUp.68.69.70.86.65.76.32.84.68.77.95.69.49	0
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfWorstCaseTargetMarginUp.68.69.70.86.65.76.32.84.68.77.95.86.51.53	0
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfWorstCaseTargetMarginUp.83.72.68.83.76.32.68.69.70.86.65.76.32.54.87.73.82.69.32.76.73.78.69.80.82.79.70.73.76.69	0
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfWorstCaseTargetMarginUp.83.72.68.83.76.32.68.69.70.86.65.76.32.56.87.73.82.69.32.76.73.78.69.80.82.79.70.73.76.69	0
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfWorstCaseTargetMarginUp.83.72.68.83.76.32.68.69.70.86.65.76.32.80.84.77.32.76.73.78.69.80.82.79.70.73.76.69	0
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfWorstCaseTargetMarginUp.83.72.68.83.76.32.76.73.78.69.32.80.82.79.70.73.76.69.32.49.48.48	0
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfUsedTargetMargins.68.69.70.86.65.76	currCondDown(0)
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfUsedTargetMargins.68.69.70.86.65.76.32.52.87.73.82.69.32.84.68.77.95.69.49	currCondDown(0)
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfUsedTargetMargins.68.69.70.86.65.76.32.52.87.73.82.69.32.84.68.77.95.86.51.53	currCondDown(0)
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfUsedTargetMargins.68.69.70.86.65.76.32.84.68.77.95.69.49	currCondDown(0)
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfUsedTargetMargins.68.69.70.86.65.76.32.84.68.77.95.86.51.53	currCondDown(0)
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfUsedTargetMargins.83.72.68.83.76.32.68.69.70.86.65.76.32.54.87.73.82.69.32.76.73.78.69.80.82.79.70.73.76.69	currCondDown(0)
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfUsedTargetMargins.83.72.68.83.76.32.68.69.70.86.65.76.32.56.87.73.82.69.32.76.73.78.69.80.82.79.70.73.76.69	currCondDown(0)
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfUsedTargetMargins.83.72.68.83.76.32.68.69.70.86.65.76.32.80.84.77.32.76.73.78.69.80.82.79.70.73.76.69	currCondDown(0)
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfUsedTargetMargins.83.72.68.83.76.32.76.73.78.69.32.80.82.79.70.73.76.69.32.49.48.48	currCondDown(0)
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfReferenceClock.68.69.70.86.65.76	1
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfReferenceClock.68.69.70.86.65.76.32.52.87.73.82.69.32.84.68.77.95.69.49	1
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfReferenceClock.68.69.70.86.65.76.32.52.87.73.82.69.32.84.68.77.95.86.51.53	1
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfReferenceClock.68.69.70.86.65.76.32.84.68.77.95.69.49	1
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfReferenceClock.68.69.70.86.65.76.32.84.68.77.95.86.51.53	1
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfReferenceClock.83.72.68.83.76.32.68.69.70.86.65.76.32.54.87.73.82.69.32.76.73.78.69.80.82.79.70.73.76.69	1
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfReferenceClock.83.72.68.83.76.32.68.69.70.86.65.76.32.56.87.73.82.69.32.76.73.78.69.80.82.79.70.73.76.69	1
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfReferenceClock.83.72.68.83.76.32.68.69.70.86.65.76.32.80.84.77.32.76.73.78.69.80.82.79.70.73.76.69	1
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfReferenceClock.83.72.68.83.76.32.76.73.78.69.32.80.82.79.70.73.76.69.32.49.48.48	1
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfLineProbeEnable.68.69.70.86.65.76	disable(1)
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfLineProbeEnable.68.69.70.86.65.76.32.52.87.73.82.69.32.84.68.77.95.69.49	disable(1)
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfLineProbeEnable.68.69.70.86.65.76.32.52.87.73.82.69.32.84.68.77.95.86.51.53	disable(1)
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfLineProbeEnable.68.69.70.86.65.76.32.84.68.77.95.69.49	disable(1)
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfLineProbeEnable.68.69.70.86.65.76.32.84.68.77.95.86.51.53	disable(1)
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfLineProbeEnable.83.72.68.83.76.32.68.69.70.86.65.76.32.54.87.73.82.69.32.76.73.78.69.80.82.79.70.73.76.69	disable(1)
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfLineProbeEnable.83.72.68.83.76.32.68.69.70.86.65.76.32.56.87.73.82.69.32.76.73.78.69.80.82.79.70.73.76.69	disable(1)
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfLineProbeEnable.83.72.68.83.76.32.68.69.70.86.65.76.32.80.84.77.32.76.73.78.69.80.82.79.70.73.76.69	disable(1)
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfLineProbeEnable.83.72.68.83.76.32.76.73.78.69.32.80.82.79.70.73.76.69.32.49.48.48	disable(1)
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfProfileRowStatus.68.69.70.86.65.76	2
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfProfileRowStatus.68.69.70.86.65.76.32.52.87.73.82.69.32.84.68.77.95.69.49	2
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfProfileRowStatus.68.69.70.86.65.76.32.52.87.73.82.69.32.84.68.77.95.86.51.53	2
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfProfileRowStatus.68.69.70.86.65.76.32.84.68.77.95.69.49	2
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfProfileRowStatus.68.69.70.86.65.76.32.84.68.77.95.86.51.53	2
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfProfileRowStatus.83.72.68.83.76.32.68.69.70.86.65.76.32.54.87.73.82.69.32.76.73.78.69.80.82.79.70.73.76.69	2
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfProfileRowStatus.83.72.68.83.76.32.68.69.70.86.65.76.32.56.87.73.82.69.32.76.73.78.69.80.82.79.70.73.76.69	2
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfProfileRowStatus.83.72.68.83.76.32.68.69.70.86.65.76.32.80.84.77.32.76.73.78.69.80.82.79.70.73.76.69	2
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfProfileRowStatus.83.72.68.83.76.32.76.73.78.69.32.80.82.79.70.73.76.69.32.49.48.48	2
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfProfileEntry.65535.68.69.70.86.65.76	1
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfProfileEntry.65535.68.69.70.86.65.76.32.52.87.73.82.69.32.84.68.77.95.69.49	3
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfProfileEntry.65535.68.69.70.86.65.76.32.52.87.73.82.69.32.84.68.77.95.86.51.53	3
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfProfileEntry.65535.68.69.70.86.65.76.32.84.68.77.95.69.49	3
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfProfileEntry.65535.68.69.70.86.65.76.32.84.68.77.95.86.51.53	3
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfProfileEntry.65535.83.72.68.83.76.32.68.69.70.86.65.76.32.54.87.73.82.69.32.76.73.78.69.80.82.79.70.73.76.69	1
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfProfileEntry.65535.83.72.68.83.76.32.68.69.70.86.65.76.32.56.87.73.82.69.32.76.73.78.69.80.82.79.70.73.76.69	1
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfProfileEntry.65535.83.72.68.83.76.32.68.69.70.86.65.76.32.80.84.77.32.76.73.78.69.80.82.79.70.73.76.69	2
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslSpanConfProfileEntry.65535.83.72.68.83.76.32.76.73.78.69.32.80.82.79.70.73.76.69.32.49.48.48	1
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslEndpointThreshLoopAttenuation.68.69.70.86.65.76	0
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslEndpointThreshSNRMargin.68.69.70.86.65.76	0
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslEndpointThreshES.68.69.70.86.65.76	0
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslEndpointThreshSES.68.69.70.86.65.76	0
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslEndpointThreshCRCanomalies.68.69.70.86.65.76	0
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslEndpointThreshLOSWS.68.69.70.86.65.76	0
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslEndpointThreshUAS.68.69.70.86.65.76	0
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslEndpointAlarmConfProfileRowStatus.68.69.70.86.65.76	2
HDSL2-SHDSL-LINE-MIB	hdsl2ShdslEndpointAlarmConfProfileEntry.10.68.69.70.86.65.76	1
ADSL-LINE-MIB	adslAtucConfRateMode.65.68.83.76.32.76.73.78.69.32.80.82.79.70.73.76.69.32.49.48.48.48	adaptAtStartup(2)
ADSL-LINE-MIB	adslAtucConfRateMode.65.68.83.76.32.76.73.78.69.32.80.82.79.70.73.76.69.32.49.48.48.49	adaptAtStartup(2)
ADSL-LINE-MIB	adslAtucConfRateMode.65.68.83.76.32.76.73.78.69.32.80.82.79.70.73.76.69.32.49.48.48.50	adaptAtStartup(2)
ADSL-LINE-MIB	adslAtucConfRateMode.68.69.70.86.65.76	adaptAtStartup(2)
ADSL-LINE-MIB	adslAtucConfRateChanRatio.65.68.83.76.32.76.73.78.69.32.80.82.79.70.73.76.69.32.49.48.48.48	100
ADSL-LINE-MIB	adslAtucConfRateChanRatio.65.68.83.76.32.76.73.78.69.32.80.82.79.70.73.76.69.32.49.48.48.49	0
ADSL-LINE-MIB	adslAtucConfRateChanRatio.65.68.83.76.32.76.73.78.69.32.80.82.79.70.73.76.69.32.49.48.48.50	0
ADSL-LINE-MIB	adslAtucConfRateChanRatio.68.69.70.86.65.76	0
ADSL-LINE-MIB	adslAtucConfTargetSnrMgn.65.68.83.76.32.76.73.78.69.32.80.82.79.70.73.76.69.32.49.48.48.48	60
ADSL-LINE-MIB	adslAtucConfTargetSnrMgn.65.68.83.76.32.76.73.78.69.32.80.82.79.70.73.76.69.32.49.48.48.49	60
ADSL-LINE-MIB	adslAtucConfTargetSnrMgn.65.68.83.76.32.76.73.78.69.32.80.82.79.70.73.76.69.32.49.48.48.50	60
ADSL-LINE-MIB	adslAtucConfTargetSnrMgn.68.69.70.86.65.76	60
ADSL-LINE-MIB	adslAtucConfMaxSnrMgn.65.68.83.76.32.76.73.78.69.32.80.82.79.70.73.76.69.32.49.48.48.48	160
ADSL-LINE-MIB	adslAtucConfMaxSnrMgn.65.68.83.76.32.76.73.78.69.32.80.82.79.70.73.76.69.32.49.48.48.49	160
ADSL-LINE-MIB	adslAtucConfMaxSnrMgn.65.68.83.76.32.76.73.78.69.32.80.82.79.70.73.76.69.32.49.48.48.50	160
ADSL-LINE-MIB	adslAtucConfMaxSnrMgn.68.69.70.86.65.76	160
ADSL-LINE-MIB	adslAtucConfMinSnrMgn.65.68.83.76.32.76.73.78.69.32.80.82.79.70.73.76.69.32.49.48.48.48	0
ADSL-LINE-MIB	adslAtucConfMinSnrMgn.65.68.83.76.32.76.73.78.69.32.80.82.79.70.73.76.69.32.49.48.48.49	0
ADSL-LINE-MIB	adslAtucConfMinSnrMgn.65.68.83.76.32.76.73.78.69.32.80.82.79.70.73.76.69.32.49.48.48.50	0
ADSL-LINE-MIB	adslAtucConfMinSnrMgn.68.69.70.86.65.76	0
